Model,Data Representation,Test Fold,Epoch,Learning Rate,Training Loss,Validation Loss,Validation Accuracy
ResNet50,Cochleagram,7,7,5e-05,1.3777269487036392e-05,0.0009123337804339826,0.7863961813842482
ResNet50,Cochleagram,7,8,5e-05,1.2137144040025305e-05,0.0010525599354878068,0.7768496420047732
ResNet50,Cochleagram,7,9,5e-05,1.1063356396334711e-05,0.0013019141042605042,0.7494033412887828
ResNet50,Cochleagram,7,10,5e-05,9.763614798430353e-06,0.0009335046634078026,0.7935560859188544
ResNet50,Cochleagram,7,11,5e-05,8.767148756305687e-06,0.0010354133555665612,0.7816229116945107
ResNet50,Cochleagram,7,12,5e-05,7.914351954241283e-06,0.0010826443322002888,0.766109785202864
ResNet50,Cochleagram,7,13,5e-05,7.805445420672186e-06,0.0010732726659625769,0.7947494033412887
ResNet50,Cochleagram,7,14,5e-05,6.8186959651939105e-06,0.0009432227234356105,0.788782816229117
ResNet50,Cochleagram,7,15,5e-05,6.384270818671212e-06,0.0010236779926344752,0.7899761336515513
ResNet50,Cochleagram,7,16,5e-05,5.473164947034093e-06,0.0009587151580490172,0.8126491646778043
ResNet50,Cochleagram,7,17,5e-05,5.638180027744966e-06,0.001039802678860724,0.7983293556085919
ResNet50,Cochleagram,7,18,5e-05,4.477333732211264e-06,0.0010222747223451734,0.788782816229117
ResNet50,Cochleagram,7,19,5e-05,5.549529760173755e-06,0.0011989794438704848,0.7673031026252983
ResNet50,Cochleagram,7,20,5e-05,4.656839792005485e-06,0.0011611395748332143,0.7875894988066826
ResNet50,Cochleagram,8,1,5e-05,0.00016794991097413003,0.0012487326748669147,0.6921151439299124
ResNet50,Cochleagram,8,2,5e-05,6.393831426976249e-05,0.0012268978171050549,0.7108886107634543
ResNet50,Cochleagram,8,3,5e-05,3.8788792153354734e-05,0.0011555441888049245,0.753441802252816
ResNet50,Cochleagram,8,4,5e-05,2.8542213840410113e-05,0.0013331030495464802,0.7446808510638298
ResNet50,Cochleagram,8,5,5e-05,2.1311843738658354e-05,0.00141967146191746,0.7259073842302879
ResNet50,Cochleagram,8,6,5e-05,1.6304387827403843e-05,0.0014813595917075872,0.7284105131414268
ResNet50,Cochleagram,8,7,5e-05,1.4535603440890554e-05,0.0014663764741271734,0.7634543178973717
